-2.0,-2.0,-0.011114858061415239
-2.0,-1.8,0.24465587222531521
-2.0,-1.6000000000000001,0.5294290249226562
-2.0,-1.3999999999999999,0.81407695792487844
-2.0,-1.2,1.0605315342306003
-2.0,-1.0,1.2355164049309095
-2.0,-0.79999999999999982,1.3094844987678969
-2.0,-0.59999999999999987,1.2610032537050131
-2.0,-0.39999999999999991,1.1014415512995706
-2.0,-0.19999999999999996,0.89138872536818137
-2.0,0.0,0.70373664562954397
-2.0,0.19999999999999996,0.57031682860149335
-2.0,0.39999999999999991,0.48013909969000557
-2.0,0.59999999999999987,0.40735873199544348
-2.0,0.79999999999999982,0.32737825809350318
-2.0,1.0,0.21881117400004174
-2.0,1.2,0.062805536868066961
-2.0,1.3999999999999999,-0.15191488428550551
-2.0,1.6000000000000001,-0.41598770535418983
-2.0,1.8,-0.68841861293620654
-2.0,2.0,-0.90723805233562482
-1.8,-2.0,0.011085757554914158
-1.8,-1.8,0.26712918066583574
-1.8,-1.6000000000000001,0.55050536705695907
-1.8,-1.3999999999999999,0.83592448218553517
-1.8,-1.2,1.0842347909561882
-1.8,-1.0,1.2581803240567284
-1.8,-0.79999999999999982,1.3276034248904063
-1.8,-0.59999999999999987,1.2726176921466477
-1.8,-0.39999999999999991,1.1059646013082745
-1.8,-0.19999999999999996,0.88899531849980729
-1.8,0.0,0.69505405001151332
-1.8,0.19999999999999996,0.55622096008733601
-1.8,0.39999999999999991,0.46145612382099055
-1.8,0.59999999999999987,0.38450341532714827
-1.8,0.79999999999999982,0.30002007027491517
-1.8,1.0,0.18597909263025925
-1.8,1.2,0.024482406222315303
-1.8,1.3999999999999999,-0.19066837172624695
-1.8,1.6000000000000001,-0.44018046257741228
-1.8,1.8,-0.67419237607465543
-1.8,2.0,-0.83270755762275972
-1.6000000000000001,-2.0,0.034086312191899851
-1.6000000000000001,-1.8,0.29062080598473994
-1.6000000000000001,-1.6000000000000001,0.57105289237873769
-1.6000000000000001,-1.3999999999999999,0.85411054427982247
-1.6000000000000001,-1.2,1.1025636363098259
-1.6000000000000001,-1.0,1.2756832215941836
-1.6000000000000001,-0.79999999999999982,1.3412777984733173
-1.6000000000000001,-0.59999999999999987,1.2804530278972299
-1.6000000000000001,-0.39999999999999991,1.1073801519957476
-1.6000000000000001,-0.19999999999999996,0.88432487778982094
-1.6000000000000001,0.0,0.68522374148956311
-1.6000000000000001,0.19999999999999996,0.54252251639163462
-1.6000000000000001,0.39999999999999991,0.44520001906767903
